# timestamp tx ty tz qx qy qz qw
1645868458.641646 13.028500 4.818570 -0.687235 0.005412 0.007050 0.286655 0.957993
1645868459.976671 13.465500 5.101020 -0.706756 0.003505 0.006588 0.263042 0.964756
1645868461.473628 13.915300 5.333710 -0.721873 0.002844 0.007073 0.208500 0.977993
1645868463.027303 14.387000 5.541230 -0.732697 0.001911 0.007398 0.186355 0.982453
1645868464.359611 14.867700 5.749450 -0.738939 0.000762 0.006726 0.170680 0.985303
1645868465.527979 15.354200 5.921420 -0.748211 0.000674 0.006848 0.152291 0.988312
1645868466.695074 15.842900 6.065410 -0.750828 -0.001729 0.005736 0.102047 0.994762
1645868467.796051 16.322600 6.195020 -0.760823 -0.001340 0.006274 0.118644 0.992916
1645868469.190811 16.800400 6.358260 -0.776570 -0.000913 0.006007 0.129495 0.991561
1645868470.691280 17.285600 6.536950 -0.791665 -0.001053 0.004962 0.119369 0.992837
1645868471.958054 17.791300 6.692840 -0.804705 -0.002131 0.004065 0.095860 0.995384
1645868473.024316 18.303300 6.796880 -0.820356 -0.002822 0.003116 0.043705 0.999036
1645868474.192056 18.823700 6.858890 -0.824349 -0.003636 0.002535 0.005683 0.999974
1645868475.191904 19.324300 6.896980 -0.820361 -0.004655 0.002276 0.000402 0.999986
1645868476.446602 19.854500 6.933400 -0.815426 -0.005843 0.002237 -0.000251 0.999980
1645868477.686531 20.369900 6.971140 -0.820307 -0.005141 0.002096 0.001748 0.999983
1645868478.852937 20.872700 6.990840 -0.837519 -0.006394 0.001042 -0.024541 0.999678
1645868479.780139 21.386800 6.994850 -0.865157 -0.004875 0.001780 -0.011963 0.999915
1645868480.686146 21.922200 7.059920 -0.918966 -0.003693 0.002582 0.002728 0.999986
1645868481.520083 22.423300 7.068080 -0.952289 -0.004765 0.002216 -0.028244 0.999587
1645868482.352690 22.956200 7.043750 -0.981503 -0.006160 0.001786 -0.042692 0.999068
1645868483.121089 23.518500 7.012620 -0.997587 -0.005706 0.002155 -0.030343 0.999521
1645868483.852916 24.046900 7.001470 -1.017020 -0.005080 0.001655 -0.017910 0.999825
1645868484.623517 24.609100 7.001710 -1.039310 -0.004484 0.001758 -0.015270 0.999872
1645868485.446618 25.152400 7.007430 -1.056960 -0.002771 0.001074 -0.020515 0.999785
1645868486.280910 25.670500 7.019600 -1.077310 -0.002896 0.000911 -0.027196 0.999626
1645868487.118163 26.190100 7.025830 -1.098600 -0.001410 0.001329 -0.010734 0.999940
1645868487.952685 26.732600 7.045180 -1.113740 -0.001319 0.001886 -0.000439 0.999997
1645868488.856298 27.284400 7.079310 -1.136990 -0.001021 0.001640 -0.003712 0.999991
1645868489.687299 27.809700 7.091470 -1.163110 -0.000419 0.001458 -0.010202 0.999947
1645868490.789470 28.350700 7.110820 -1.191420 0.000091 0.001254 -0.005031 0.999986
1645868491.686004 28.891800 7.108450 -1.219010 -0.000116 0.001132 -0.017574 0.999845
1645868492.624669 29.419800 7.078440 -1.240700 -0.000197 0.001161 -0.023535 0.999722
1645868493.526363 29.943300 7.060180 -1.259860 0.000110 0.001293 -0.018472 0.999829
1645868494.456956 30.470000 7.024460 -1.283620 0.000642 0.001585 -0.008678 0.999961
1645868495.456480 31.003500 7.000300 -1.307380 0.000825 0.001550 -0.007503 0.999970
1645868496.454931 31.539700 7.001800 -1.329000 0.000832 0.001376 -0.002518 0.999996
1645868497.517526 32.059000 6.997690 -1.357500 0.001332 0.001561 0.007387 0.999971
1645868498.356405 32.600800 6.974160 -1.385310 0.002150 0.002050 0.027623 0.999614
1645868499.182734 33.146800 6.966550 -1.418340 -0.001267 0.003839 0.041851 0.999116
1645868499.945774 33.669900 6.995430 -1.417790 -0.000263 0.003443 0.027897 0.999605
1645868500.849987 34.179200 7.037780 -1.421830 -0.001076 0.003557 0.011414 0.999928
1645868501.852871 34.684800 7.059250 -1.470820 -0.001227 0.003507 0.015639 0.999871
1645868502.952248 35.241400 7.102150 -1.471720 -0.000475 0.004471 0.020883 0.999772
1645868503.785989 35.775000 7.136750 -1.470380 -0.001066 0.004800 0.006194 0.999969
1645868504.688135 36.303500 7.151500 -1.508100 -0.002274 0.004083 -0.005120 0.999976
1645868505.686761 36.826700 7.176520 -1.518850 -0.001619 0.004563 0.001479 0.999987
1645868506.688229 37.365000 7.186850 -1.536430 -0.000659 0.004640 0.007791 0.999959
1645868507.518618 37.881100 7.204220 -1.564160 -0.003268 0.004739 -0.014211 0.999882
1645868508.354259 38.411300 7.197780 -1.576480 -0.002066 0.004978 -0.003939 0.999978
1645868509.189161 38.974100 7.250420 -1.604270 -0.002300 0.005071 -0.003365 0.999979
1645868509.945066 39.517100 7.261510 -1.626300 -0.000768 0.005198 0.003029 0.999982
1645868510.688155 40.071500 7.273530 -1.652530 -0.000662 0.005316 0.003031 0.999981
1645868511.447018 40.629400 7.281060 -1.675900 -0.001098 0.005195 -0.004391 0.999976
1645868512.127972 41.139000 7.274480 -1.705890 -0.001463 0.004552 -0.020572 0.999777
1645868512.853750 41.661500 7.264670 -1.734020 -0.001861 0.004275 -0.026892 0.999628
1645868513.614339 42.197700 7.271740 -1.764470 -0.001024 0.003800 -0.012083 0.999919
1645868514.283386 42.730500 7.284970 -1.810060 0.000085 0.003815 -0.013015 0.999908
1645868514.948123 43.234100 7.284670 -1.841280 -0.000803 0.003399 -0.029946 0.999545
1645868515.616602 43.802300 7.264570 -1.876680 -0.002178 0.002990 -0.046253 0.998923
1645868516.286291 44.340100 7.221090 -1.899100 -0.002549 0.002853 -0.063784 0.997956
1645868516.958028 44.874900 7.159660 -1.933450 -0.001761 0.002867 -0.079427 0.996835
1645868517.620571 45.423800 7.073470 -1.964010 -0.000620 0.003439 -0.100292 0.994952
1645868518.292086 45.946200 6.980960 -1.983790 -0.001285 0.003074 -0.112275 0.993672
1645868518.955221 46.485500 6.877210 -2.008280 -0.002004 0.003148 -0.112612 0.993632
1645868519.685693 47.024300 6.771110 -2.036550 -0.002083 0.003125 -0.114596 0.993405
1645868520.455490 47.520300 6.668180 -2.078150 -0.001857 0.003149 -0.112132 0.993687
1645868521.184241 48.023500 6.562750 -2.114610 -0.001313 0.003130 -0.103760 0.994597
1645868522.018677 48.580100 6.464600 -2.154000 -0.001710 0.003583 -0.098262 0.995153
1645868522.850185 49.086700 6.388630 -2.180450 -0.001634 0.003724 -0.096584 0.995317
1645868523.683878 49.621900 6.321310 -2.213260 0.000668 0.004371 -0.046347 0.998916
1645868524.517422 50.138600 6.290120 -2.243690 -0.000902 0.004929 -0.036672 0.999315
1645868525.281223 50.687600 6.252040 -2.275780 -0.000658 0.004873 -0.035121 0.999371
1645868525.941676 51.242900 6.212200 -2.300450 -0.000637 0.004549 -0.043041 0.999063
1645868526.681940 51.813300 6.143970 -2.330120 -0.001114 0.004257 -0.054075 0.998527
1645868527.347586 52.323200 6.074480 -2.352180 -0.001732 0.003962 -0.064833 0.997887
1645868528.014816 52.861600 6.013870 -2.379000 -0.000520 0.004411 -0.045215 0.998967
1645868528.771179 53.389000 5.974360 -2.409460 0.000513 0.004522 -0.027502 0.999611
1645868529.608451 53.934900 5.934620 -2.449170 0.001158 0.004823 -0.019342 0.999801
1645868530.512804 54.458400 5.918990 -2.489840 0.002195 0.004863 -0.010231 0.999933
1645868531.513417 54.966500 5.921050 -2.543440 0.001204 0.005245 -0.008027 0.999953
1645868532.441982 55.526400 5.918990 -2.582260 0.001052 0.004857 -0.016606 0.999850
1645868533.178627 56.063600 5.912040 -2.616990 0.001302 0.004935 -0.020184 0.999783
1645868533.847344 56.578900 5.887800 -2.641440 0.001539 0.005323 -0.014744 0.999876
1645868534.511290 57.110500 5.880980 -2.667820 0.002817 0.005465 -0.004287 0.999972
1645868535.179511 57.629100 5.872540 -2.691160 0.003894 0.006031 0.003760 0.999967
1645868535.843084 58.150600 5.871210 -2.715500 0.004080 0.006098 0.009608 0.999927
1645868536.508971 58.671800 5.878130 -2.740100 0.004007 0.006236 0.008603 0.999935
1645868537.268927 59.203900 5.882870 -2.769700 0.004544 0.006600 0.008820 0.999929
1645868538.011974 59.723900 5.885640 -2.799990 0.005250 0.006470 0.017116 0.999819
1645868538.844521 60.259300 5.898850 -2.826930 0.006370 0.006732 0.039078 0.999193
1645868539.770824 60.801000 5.953890 -2.851060 0.008258 0.007750 0.071181 0.997399
1645868540.603643 61.317400 6.034490 -2.874930 0.009052 0.007750 0.071253 0.997387
1645868541.436278 61.860500 6.090670 -2.911270 0.007157 0.007189 0.036097 0.999297
1645868542.179086 62.387100 6.133920 -2.937750 0.007061 0.007117 0.031726 0.999446
1645868542.845523 62.898500 6.169780 -2.974260 0.007348 0.007440 0.035359 0.999320
1645868543.601174 63.450800 6.208530 -3.007810 0.007168 0.007537 0.031501 0.999450
1645868544.268362 63.979000 6.252940 -3.043620 0.006673 0.007616 0.029907 0.999501
1645868545.010612 64.509000 6.287660 -3.076160 0.008381 0.007035 0.017787 0.999782
1645868545.676857 65.011800 6.310760 -3.104580 0.009277 0.007295 0.033446 0.999371
1645868546.509666 65.552400 6.357660 -3.131920 0.010298 0.007398 0.040043 0.999117
1645868547.265161 66.094200 6.392130 -3.160530 0.009562 0.007231 0.040266 0.999117
1645868548.010986 66.604900 6.428800 -3.186120 0.009687 0.007353 0.041241 0.999075
1645868548.765589 67.166700 6.456830 -3.216290 0.013356 0.007091 0.052465 0.998508
1645868549.433841 67.685700 6.512890 -3.245360 0.011877 0.007417 0.043806 0.998942
1645868550.175876 68.229000 6.561430 -3.275520 0.011623 0.007411 0.042773 0.998990
1645868550.844654 68.730800 6.615270 -3.301260 0.011224 0.007798 0.051650 0.998572
1645868551.600190 69.289100 6.677340 -3.329770 0.012115 0.008646 0.043902 0.998925
1645868552.266214 69.802100 6.723420 -3.349460 0.011123 0.008520 0.029160 0.999476
1645868553.009720 70.325800 6.758290 -3.371820 0.010751 0.008404 0.018701 0.999732
1645868553.762771 70.853800 6.779570 -3.395950 0.011613 0.008634 0.022658 0.999638
1645868554.511192 71.379100 6.815390 -3.421640 0.012659 0.008677 0.039453 0.999103
1645868555.265424 71.936200 6.871860 -3.458380 0.013644 0.008882 0.049966 0.998618
1645868556.009835 72.471300 6.929160 -3.500010 0.014083 0.008953 0.055070 0.998343
1645868556.765757 73.014500 7.001640 -3.540160 0.014811 0.009124 0.048317 0.998681
1645868557.510080 73.546000 7.059930 -3.586880 0.014900 0.009042 0.043515 0.998901
1645868558.345012 74.098700 7.114780 -3.625980 0.014678 0.008825 0.043707 0.998898
1645868559.268918 74.636600 7.175940 -3.667980 0.013925 0.008117 0.047059 0.998762
1645868560.343151 75.141400 7.215980 -3.696840 0.012990 0.007103 0.019948 0.999691
1645868561.677902 75.637300 7.233400 -3.746640 0.011790 0.006769 -0.000450 0.999907
1645868562.846383 76.000000 7.175830 -3.888880 0.017869 0.005527 0.006941 0.999801
1645868564.436546 76.533500 7.213860 -3.951610 0.018635 0.013322 0.044238 0.998758
1645868566.845006 77.028800 7.273780 -3.953530 0.018289 0.011387 0.030928 0.999289
1645868568.678588 77.568800 7.318490 -3.974560 0.015569 0.006854 0.032657 0.999322
1645868569.510569 78.069500 7.362670 -4.001360 0.015764 0.006602 0.039444 0.999076
1645868570.265750 78.579300 7.420960 -4.031680 0.016303 0.006543 0.055029 0.998330
1645868571.101143 79.115600 7.495080 -4.066270 0.016091 0.006863 0.058548 0.998131
1645868571.845374 79.672200 7.578180 -4.091640 0.014332 0.007230 0.052702 0.998481
1645868572.607117 80.192400 7.648060 -4.129210 0.013049 0.006899 0.050304 0.998625
1645868573.440243 80.727500 7.716010 -4.159050 0.012948 0.007236 0.045717 0.998844
1645868574.346809 81.250900 7.769440 -4.186720 0.011699 0.006028 0.041878 0.999036
1645868575.273376 81.768300 7.828170 -4.214690 0.011808 0.005840 0.049970 0.998664
1645868576.346677 82.301200 7.901100 -4.236170 0.012074 0.005605 0.062827 0.997936
1645868577.347256 82.825200 7.972020 -4.263420 0.012802 0.005797 0.071124 0.997368
1645868578.440174 83.321400 8.066370 -4.286960 0.013962 0.006030 0.093058 0.995545
1645868579.621961 83.826500 8.183490 -4.330880 0.014577 0.006093 0.124838 0.992051
1645868580.778817 84.297100 8.343020 -4.357500 0.015108 0.006480 0.156957 0.987469
1645868582.012063 84.779800 8.544850 -4.376990 0.017669 0.007234 0.210065 0.977501
1645868583.279135 85.233100 8.780160 -4.389370 0.020433 0.007258 0.237944 0.971037
1645868584.507874 85.675000 9.048500 -4.399000 0.021237 0.007757 0.262797 0.964586
1645868585.776333 86.108600 9.340870 -4.412820 0.021659 0.008107 0.292131 0.956099
1645868586.837915 86.511200 9.643510 -4.426640 0.022262 0.008465 0.312230 0.949708
1645868587.836437 86.889100 9.964780 -4.442080 0.024894 0.009402 0.367753 0.929543
1645868589.000139 87.221000 10.353500 -4.454880 0.026212 0.009694 0.427500 0.903583
1645868590.441690 87.507200 10.781200 -4.434670 0.028573 0.010927 0.493967 0.868942
1645868592.005125 87.737800 11.244100 -4.404210 0.032196 0.011423 0.550331 0.834248
1645868594.010366 87.885800 11.768000 -4.364940 0.035168 0.012027 0.626371 0.778639
1645868595.480786 87.948900 12.286800 -4.349400 0.037715 0.011501 0.666392 0.744558
1645868596.633323 87.981000 12.830200 -4.334100 0.039641 0.012471 0.679313 0.732671
1645868597.846521 87.999000 13.359900 -4.329420 0.039878 0.012347 0.684767 0.727566
1645868599.177791 87.970200 13.883900 -4.331200 0.039485 0.010968 0.723638 0.688962
1645868600.464933 87.928700 14.413400 -4.325400 0.039466 0.010818 0.716085 0.696812
1645868601.466780 87.890500 14.935500 -4.320230 0.040072 0.010809 0.719486 0.693265
1645868602.512074 87.866500 15.444400 -4.313570 0.039392 0.009711 0.713480 0.699500
1645868603.843661 87.832500 15.958200 -4.309100 0.039752 0.009921 0.723302 0.689316
1645868605.012091 87.772600 16.475700 -4.306860 0.040992 0.009804 0.753015 0.656652
1645868606.120723 87.664600 16.971400 -4.300780 0.041917 0.010026 0.777661 0.627205
1645868607.172690 87.535100 17.468600 -4.295740 0.041772 0.009941 0.779734 0.624637
1645868608.339902 87.414400 17.981700 -4.291310 0.041596 0.009686 0.769087 0.637715
1645868609.507671 87.327300 18.487900 -4.283660 0.040618 0.009098 0.757959 0.650973
1645868610.674155 87.248000 19.002100 -4.272540 0.039747 0.008297 0.752870 0.656915
1645868611.844860 87.180100 19.522600 -4.272350 0.039788 0.009023 0.744622 0.666238
1645868613.135046 87.128700 20.048600 -4.266070 0.039742 0.009191 0.741026 0.670237
1645868614.178479 87.083400 20.576400 -4.267950 0.039732 0.009710 0.738770 0.672715
1645868615.175293 87.040200 21.115600 -4.274520 0.039595 0.010198 0.736558 0.675137
1645868616.175096 86.997200 21.660500 -4.281450 0.039529 0.010447 0.737277 0.674352
1645868617.175734 86.947200 22.185300 -4.287350 0.039468 0.010390 0.735002 0.676835
1645868618.296840 86.895100 22.696900 -4.291590 0.039719 0.010648 0.738866 0.672596
1645868619.342184 86.843600 23.229700 -4.289350 0.039817 0.010617 0.738888 0.672567
1645868620.508865 86.780000 23.759200 -4.278600 0.039595 0.010460 0.737436 0.674174
1645868621.630188 86.728700 24.262500 -4.271630 0.040286 0.010865 0.743013 0.667975
1645868622.803902 86.656400 24.781000 -4.266910 0.040272 0.010525 0.749681 0.660489
1645868623.962984 86.578600 25.311000 -4.270960 0.040691 0.010495 0.755602 0.653682
1645868625.013826 86.489700 25.827300 -4.274920 0.040799 0.010868 0.755007 0.654356
1645868626.340277 86.397400 26.325000 -4.276000 0.041497 0.011106 0.770480 0.636016
1645868628.488288 86.261400 26.800100 -4.273480 0.045738 0.012320 0.812872 0.580513
1645868630.454371 86.074900 27.221000 -4.266140 0.047459 0.012528 0.860503 0.507076
1645868632.336833 85.830900 27.583400 -4.246870 0.048048 0.012709 0.901786 0.429316
1645868634.500310 85.486100 27.934300 -4.220620 0.049758 0.013370 0.936082 0.347988
1645868636.265917 85.064700 28.219900 -4.202160 0.049920 0.012810 0.960895 0.272074
1645868637.832085 84.617800 28.429000 -4.195640 0.049386 0.011221 0.981146 0.186513
1645868639.263479 84.163500 28.536700 -4.193810 0.049457 0.009117 0.994060 0.096520
1645868640.671383 83.686200 28.561600 -4.174140 0.049020 0.008833 0.998726 0.008041
1645868642.005543 83.164600 28.522800 -4.144510 0.048076 0.009090 0.997514 -0.050715
1645868643.097428 82.633100 28.457400 -4.135630 0.048418 0.007803 0.998277 -0.032202
1645868644.094604 82.098700 28.404000 -4.109320 0.048300 0.008189 0.998454 -0.026244
1645868644.933555 81.591300 28.364800 -4.088060 0.048024 0.008404 0.998317 -0.031406
1645868645.765639 81.074600 28.316200 -4.064830 0.047856 0.008187 0.998015 -0.040122
1645868646.596607 80.537600 28.250100 -4.045950 0.047750 0.008423 0.997608 -0.049271
1645868647.336731 80.034600 28.184300 -4.029070 0.047744 0.007770 0.997638 -0.048775
1645868648.097927 79.511700 28.111700 -4.012160 0.047713 0.008445 0.997791 -0.045448
1645868648.836834 78.980200 28.043200 -3.989980 0.047820 0.008307 0.998133 -0.037086
1645868649.609847 78.451900 27.986300 -3.969080 0.048226 0.007846 0.998379 -0.029184
1645868650.337261 77.926700 27.938200 -3.951280 0.048191 0.008417 0.998533 -0.023202
1645868651.096033 77.390100 27.890700 -3.927570 0.048330 0.008307 0.998453 -0.026218
1645868651.840233 76.848700 27.835000 -3.914030 0.047933 0.008227 0.998197 -0.035186
1645868652.599242 76.284900 27.770400 -3.891830 0.048164 0.008192 0.998408 -0.028180
1645868653.266951 75.775700 27.736400 -3.870650 0.048229 0.008285 0.998600 -0.020106
1645868654.003848 75.222500 27.689000 -3.841690 0.048320 0.008173 0.998695 -0.014416
1645868654.672053 74.716700 27.654100 -3.813090 0.048205 0.007987 0.998662 -0.016900
1645868655.339838 74.205400 27.613000 -3.782290 0.047962 0.008007 0.998608 -0.020422
1645868656.098374 73.639100 27.561100 -3.745650 0.047919 0.008491 0.998569 -0.022154
1645868656.762548 73.130600 27.510000 -3.711810 0.047898 0.008964 0.998616 -0.019780
1645868657.428375 72.599300 27.470600 -3.673970 0.048074 0.008617 0.998772 -0.008335
1645868658.095699 72.073700 27.447300 -3.641310 0.048256 0.008666 0.998789 0.004089
1645868658.838860 71.521600 27.432700 -3.607460 0.048340 0.008226 0.998780 0.005770
1645868659.595854 70.989100 27.407300 -3.574270 0.048322 0.008082 0.998781 -0.006088
1645868660.338084 70.466400 27.375600 -3.544780 0.048366 0.008051 0.998700 -0.013932
1645868661.100080 69.938900 27.325300 -3.518590 0.048385 0.007829 0.998691 -0.014647
1645868661.838346 69.406900 27.291100 -3.493040 0.048379 0.007913 0.998762 -0.008493
1645868662.595292 68.894400 27.263700 -3.463190 0.048462 0.008028 0.998790 -0.002470
1645868663.336427 68.383400 27.240400 -3.433570 0.048669 0.007562 0.998786 0.000415
1645868664.168484 67.847000 27.216800 -3.397900 0.048624 0.007736 0.998782 -0.003272
1645868665.005896 67.317600 27.180300 -3.363700 0.048568 0.007686 0.998712 -0.012469
1645868665.841767 66.778100 27.149500 -3.329270 0.048836 0.007926 0.998709 -0.011547
1645868666.671880 66.241300 27.110500 -3.295790 0.048530 0.008217 0.998344 -0.029786
1645868667.503999 65.740100 27.059200 -3.270100 0.048527 0.007705 0.997843 -0.043527
1645868668.503994 65.190000 27.001300 -3.236490 0.048356 0.008164 0.997774 -0.045183
1645868669.437050 64.677600 26.932400 -3.203540 0.048299 0.008116 0.997342 -0.053945
1645868670.340398 64.175200 26.859100 -3.170300 0.048209 0.008275 0.996696 -0.064842
1645868671.342797 63.658800 26.760700 -3.137800 0.047768 0.008085 0.995399 -0.082669
1645868672.436945 63.134900 26.639200 -3.111430 0.047406 0.008101 0.994256 -0.095619
1645868673.507353 62.637200 26.513400 -3.090320 0.047399 0.007280 0.992456 -0.112834
1645868674.839922 62.115900 26.348500 -3.071480 0.047198 0.008477 0.989503 -0.136328
1645868675.764032 61.617900 26.178800 -3.057960 0.046770 0.008691 0.985283 -0.164179
1645868676.763168 61.107400 25.976700 -3.050100 0.046773 0.008523 0.983420 -0.174999
1645868677.672703 60.622600 25.809000 -3.034280 0.047961 0.009327 0.989657 -0.134879
1645868678.674134 60.098600 25.679900 -3.011850 0.049341 0.008805 0.994955 -0.086907
1645868679.609708 59.585900 25.595700 -2.992050 0.049066 0.010500 0.996939 -0.059953
1645868680.442075 59.076000 25.538200 -2.971000 0.049396 0.010821 0.998297 -0.029077
1645868681.676979 58.578600 25.497000 -2.940700 0.049415 0.010317 0.998303 -0.029017
1645868683.285009 58.057100 25.420200 -2.912880 0.049152 0.009781 0.997938 -0.040108
1645868684.452721 57.551500 25.368500 -2.874270 0.049073 0.009582 0.998259 -0.031300
1645868685.509547 57.047200 25.328400 -2.843310 0.049209 0.010755 0.998418 -0.024983
1645868686.621418 56.529600 25.288700 -2.809840 0.048638 0.009423 0.998290 -0.031030
1645868687.784461 56.022700 25.238400 -2.780180 0.048099 0.009425 0.997938 -0.041433
1645868688.948423 55.512100 25.186700 -2.761980 0.047999 0.008731 0.997859 -0.043556
1645868690.007078 54.981400 25.132300 -2.742360 0.047853 0.007779 0.997975 -0.041183
1645868691.341339 54.459700 25.093100 -2.732080 0.047534 0.008014 0.998281 -0.033349
1645868692.507313 53.943500 25.055900 -2.719200 0.047710 0.007468 0.998504 -0.025656
1645868693.506896 53.434800 25.012700 -2.701190 0.047637 0.006502 0.998381 -0.030408
1645868694.505281 52.903600 24.967400 -2.680800 0.047582 0.007142 0.998543 -0.024447
1645868695.617934 52.388300 24.916400 -2.661470 0.047550 0.007152 0.998514 -0.025664
1645868696.678015 51.849700 24.868100 -2.642630 0.047572 0.006390 0.998339 -0.031848
1645868697.673597 51.299500 24.823100 -2.625280 0.047489 0.006558 0.998447 -0.028387
1645868698.847039 50.783400 24.782900 -2.609230 0.047347 0.007812 0.998650 -0.019893
1645868701.621123 50.291300 24.737100 -2.586530 0.047169 0.007708 0.998742 -0.015147
1645868703.010471 49.787700 24.725000 -2.558410 0.047415 0.008679 0.998829 -0.004118
1645868704.458070 49.277600 24.709100 -2.526580 0.047509 0.009673 0.998730 0.013692
1645868706.455073 48.811600 24.649300 -2.486670 0.046523 0.014076 0.996117 -0.073411
1645868708.292366 48.297500 24.573000 -2.466940 0.046999 0.013911 0.996946 -0.060797
1645868709.794436 47.802500 24.539000 -2.438760 0.047604 0.012723 0.998267 -0.032174
1645868711.506256 47.286800 24.525100 -2.397850 0.047756 0.012355 0.998531 -0.022399
1645868713.007565 46.745600 24.460600 -2.361940 0.047926 0.012588 0.998571 -0.020015
1645868714.340559 46.230100 24.417400 -2.342720 0.048018 0.013508 0.998669 0.013094
1645868715.503033 45.697800 24.406300 -2.325650 0.047916 0.013384 0.998696 0.011451
1645868716.504321 45.192700 24.392900 -2.304190 0.048125 0.013125 0.998659 0.013855
1645868717.502642 44.672500 24.389200 -2.277330 0.048239 0.013790 0.998299 0.029688
1645868718.455245 44.126400 24.406400 -2.251710 0.048523 0.013793 0.997103 0.056926
1645868719.622308 43.615900 24.436200 -2.227470 0.048415 0.013930 0.995847 0.075836
1645868720.670838 43.087100 24.478200 -2.199600 0.048511 0.013378 0.996672 0.064124
1645868721.619253 42.540100 24.495300 -2.172520 0.048385 0.013016 0.998139 0.034747
1645868722.502125 41.987100 24.498600 -2.140060 0.048202 0.013532 0.998620 0.015889
1645868723.504952 41.460800 24.486900 -2.110570 0.048241 0.013825 0.998664 0.012292
1645868724.456583 40.940600 24.477300 -2.086440 0.048292 0.014347 0.998509 0.021044
1645868725.332694 40.419600 24.479300 -2.063130 0.048398 0.014601 0.998166 0.033292
1645868726.285390 39.890400 24.491900 -2.041320 0.048233 0.014478 0.997885 0.041111
1645868727.168612 39.346700 24.509800 -2.015580 0.048107 0.014640 0.998038 0.037290
1645868728.002048 38.830800 24.522700 -1.995660 0.048034 0.014183 0.998319 0.029158
1645868728.837816 38.307000 24.527300 -1.977280 0.048039 0.014424 0.998532 0.020466
1645868729.839507 37.746500 24.524600 -1.956290 0.047988 0.014811 0.998680 0.010769
1645868730.836652 37.198900 24.511400 -1.941100 0.047798 0.015794 0.998732 -0.000172
1645868731.835543 36.655700 24.484100 -1.939220 0.047876 0.014552 0.998722 -0.007067
1645868732.795213 36.093400 24.446900 -1.933180 0.047919 0.014752 0.998721 -0.006587
1645868733.619400 35.553300 24.429200 -1.919710 0.047993 0.014465 0.998743 -0.000377
1645868734.336949 35.032500 24.415600 -1.909630 0.047874 0.014444 0.998688 0.010999
1645868735.172014 34.501500 24.413900 -1.902340 0.047817 0.014534 0.998555 0.019739
1645868736.001480 33.977400 24.415200 -1.888100 0.047818 0.015124 0.998446 0.024293
1645868736.834798 33.435500 24.416100 -1.876330 0.047823 0.014827 0.998600 0.017037
1645868737.667090 32.908800 24.400500 -1.867580 0.047752 0.014648 0.998707 0.009497
1645868738.500233 32.372300 24.395500 -1.860250 0.047823 0.014033 0.998712 0.009462
1645868739.334316 31.841800 24.386500 -1.854500 0.048016 0.014815 0.998647 0.013353
1645868740.167167 31.311200 24.378300 -1.843120 0.048218 0.015137 0.998560 0.018003
1645868741.002436 30.795500 24.378500 -1.825580 0.048331 0.015139 0.998547 0.018420
1645868741.833435 30.244000 24.387500 -1.807910 0.048418 0.014778 0.998607 0.014878
